distance,duration
18.000000,0.058990
186.899495,0.639994
112.242641,0.602999
171.000000,0.824004
452.437368,0.458982
91.656854,0.177006
63.000000,0.143994
273.041631,0.800999
1074.465429,0.921997
709.988287,0.552998
572.893502,0.810994
135.307136,0.213995
274.078664,0.171992
594.888954,0.558991
856.921454,0.635998
259.449271,0.547997
71.242641,0.115992
469.794807,0.395998
488.567558,0.356991
161.450514,0.223992
561.967270,0.502995
197.870058,0.432001
18.414214,0.076998
87.656854,0.147944
269.354583,0.251995
330.182814,0.361997
12.000000,0.066000
85.005621,0.103995
121.211723,0.126995
16.000000,0.060999
28.000000,0.058998
27.656854,0.060000
7.000000,0.034986
231.938299,0.348989
25.414214,0.060998
27.242641,0.089999
6.000000,0.026997
34.242641,0.053037
19.414214,0.058997
15.656854,0.042008
489.830736,0.280994
40.242641,0.069994
563.736533,0.396992
173.284271,0.248995
141.721349,0.248994
377.872252,0.384998
193.656854,0.316946
145.656854,0.290995
47.142136,0.091995
18.414214,0.090051
